,Gender,Age,Education,EducationField,YearsAtCompany,Department,EnvironmentSatisfaction,JobLevel,NumCompaniesWorked,OverTime,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DistanceFromHQ,State,AgeWhenHired,MaritalStatus,PercentSalaryHike,StockOptionLevel,Compensation
133,F,30.0,Bachelors,Life Sciences,5.0,Research & Development,Low,Junior Associate,1.0,No,Excellent,5.0,4.0,2.0,4.0,0.0,4.0,22.4105,NJ,49.0,Single,14.0,No Option Plan,Low
134,F,30.0,Bachelors,Technical Degree,3.0,Research & Development,Very High,Junior Associate,5.0,No,Excellent,8.0,3.0,3.0,2.0,2.0,2.0,22.7488,NJ,39.0,Divorced,14.0,Full Option Plan,Low
135,M,30.0,Below College,Medical,5.0,Research & Development,Medium,Junior Associate,0.0,No,Excellent,6.0,3.0,3.0,3.0,1.0,2.0,25.6722,NJ,31.0,Single,13.0,No Option Plan,High
136,M,41.0,Bachelors,Life Sciences,7.0,Research & Development,Very High,Executive,4.0,No,Excellent,21.0,2.0,2.0,6.0,7.0,7.0,29.2513,NJ,45.0,Divorced,13.0,Full Option Plan,High
137,M,41.0,Masters,Life Sciences,5.0,Research & Development,High,Junior Associate,2.0,No,Outstanding,7.0,2.0,3.0,0.0,1.0,4.0,18.8563,NY,30.0,Married,21.0,Full Option Plan,High
138,M,19.0,Below College,Medical,1.0,Research & Development,Medium,Junior Associate,1.0,No,Excellent,1.0,3.0,3.0,0.0,0.0,0.0,35.2596,NJ,41.0,Single,14.0,No Option Plan,High
139,F,40.0,Bachelors,Medical,20.0,Marketing,Medium,Associate,1.0,No,Excellent,20.0,2.0,3.0,7.0,2.0,13.0,11.4206,NY,45.0,Divorced,11.0,Full Option Plan,Low
140,M,45.0,Bachelors,Life Sciences,17.0,Marketing,Medium,Associate,8.0,No,Excellent,20.0,2.0,1.0,9.0,0.0,15.0,9.8718,NJ,24.0,Divorced,18.0,Full Option Plan,High
141,F,29.0,Below College,Technical Degree,10.0,Marketing,Very High,Associate,1.0,No,Excellent,10.0,1.0,3.0,7.0,0.0,9.0,30.1095,NJ,24.0,Married,13.0,Full Option Plan,Low
142,F,51.0,Masters,Medical,1.0,Marketing,Medium,Associate,2.0,No,Excellent,10.0,2.0,3.0,0.0,0.0,0.0,7.1218,NY,41.0,Married,17.0,No Option Plan,Low
143,M,58.0,Bachelors,Medical,1.0,Marketing,Medium,Junior Associate,4.0,Yes,Outstanding,9.0,3.0,2.0,0.0,0.0,0.0,36.6446,NJ,21.0,Married,20.0,Full Option Plan,High
144,F,22.0,Below College,Medical,2.0,Research & Development,High,Junior Associate,1.0,No,Outstanding,2.0,6.0,3.0,2.0,2.0,2.0,33.9888,NJ,43.0,Married,24.0,Large Option Plan,Low
145,M,27.0,Bachelors,Medical,2.0,Research & Development,Very High,Junior Associate,6.0,No,Excellent,6.0,1.0,1.0,2.0,2.0,2.0,39.0208,NJ,41.0,Divorced,18.0,Full Option Plan,High
146,M,28.0,Bachelors,Medical,5.0,Research & Development,High,Junior Associate,1.0,No,Excellent,5.0,2.0,1.0,2.0,0.0,2.0,30.6207,NJ,27.0,Married,11.0,Full Option Plan,High
147,F,57.0,Some College,Life Sciences,5.0,Marketing,High,Manager,3.0,Yes,Excellent,12.0,2.0,1.0,3.0,1.0,4.0,32.2195,NJ,43.0,Divorced,16.0,Full Option Plan,Low
148,F,27.0,Bachelors,Medical,1.0,Marketing,High,Junior Associate,1.0,Yes,Excellent,1.0,2.0,2.0,1.0,0.0,1.0,35.0739,NJ,38.0,Divorced,15.0,Full Option Plan,Low
149,F,50.0,Bachelors,Life Sciences,5.0,Marketing,High,VP to C-Level,3.0,No,Excellent,21.0,5.0,3.0,4.0,4.0,4.0,38.4798,NJ,26.0,Single,15.0,No Option Plan,Low
150,M,41.0,Bachelors,Life Sciences,9.0,Marketing,Low,Junior Associate,4.0,No,Excellent,13.0,2.0,3.0,8.0,1.0,8.0,33.6109,NJ,49.0,Divorced,12.0,Full Option Plan,High
151,M,32.0,Doctorate,Life Sciences,5.0,Marketing,High,Junior Associate,3.0,No,Outstanding,8.0,2.0,3.0,4.0,1.0,4.0,37.233,NJ,29.0,Single,20.0,No Option Plan,High
152,M,27.0,Bachelors,Technical Degree,5.0,Research & Development,High,Junior Associate,0.0,Yes,Excellent,6.0,3.0,2.0,2.0,1.0,1.0,28.916,NJ,35.0,Married,16.0,Full Option Plan,High
153,M,36.0,Some College,Medical,8.0,Operations,Very High,Junior Associate,4.0,No,Excellent,13.0,3.0,2.0,7.0,7.0,2.0,33.0297,NJ,37.0,Single,12.0,No Option Plan,High
154,M,30.0,Bachelors,Medical,12.0,Operations,High,Associate,1.0,No,Excellent,12.0,4.0,3.0,9.0,6.0,10.0,9.3164,NY,37.0,Divorced,11.0,Large Option Plan,High
155,M,56.0,Bachelors,Life Sciences,2.0,Operations,High,Junior Associate,4.0,Yes,Excellent,19.0,3.0,3.0,2.0,2.0,2.0,37.2084,NJ,30.0,Divorced,18.0,Full Option Plan,High
156,M,33.0,Bachelors,Life Sciences,3.0,Operations,High,Junior Associate,0.0,No,Excellent,4.0,2.0,4.0,1.0,0.0,2.0,11.145,NY,50.0,Single,14.0,No Option Plan,High
157,F,38.0,Some College,Life Sciences,2.0,Operations,High,Junior Associate,1.0,No,Excellent,2.0,3.0,3.0,2.0,2.0,1.0,38.4046,NY,23.0,Single,12.0,No Option Plan,Low
158,F,31.0,Below College,Medical,4.0,Operations,High,Junior Associate,8.0,Yes,Outstanding,7.0,0.0,3.0,2.0,0.0,2.0,31.7849,NJ,28.0,Married,23.0,Full Option Plan,Low
159,M,34.0,Some College,Medical,3.0,Operations,Very High,Junior Associate,2.0,No,Excellent,9.0,3.0,3.0,2.0,1.0,2.0,29.0417,NJ,24.0,Single,15.0,No Option Plan,High
160,F,50.0,Bachelors,Medical,3.0,Research & Development,High,Junior Associate,2.0,No,Excellent,5.0,2.0,2.0,2.0,0.0,2.0,24.3274,NJ,28.0,Married,15.0,Full Option Plan,Low
161,M,53.0,Some College,Medical,4.0,Research & Development,Very High,Associate,1.0,No,Excellent,5.0,3.0,3.0,2.0,1.0,3.0,13.7917,NY,37.0,Divorced,11.0,Large Option Plan,High
162,F,33.0,Bachelors,Medical,8.0,Research & Development,Very High,Junior Associate,1.0,No,Excellent,8.0,5.0,3.0,7.0,1.0,6.0,23.3508,NJ,25.0,Married,13.0,Full Option Plan,Low
163,M,40.0,Below College,Medical,20.0,Research & Development,Very High,VP to C-Level,1.0,No,Excellent,21.0,2.0,3.0,8.0,9.0,9.0,9.6919,NJ,26.0,Married,14.0,Full Option Plan,High
164,M,55.0,Masters,Medical,24.0,Research & Development,High,VP to C-Level,8.0,No,Excellent,36.0,3.0,3.0,15.0,2.0,15.0,37.127,NJ,30.0,Single,11.0,No Option Plan,High
165,M,34.0,Below College,Life Sciences,10.0,Research & Development,Very High,Associate,1.0,No,Excellent,10.0,2.0,2.0,9.0,1.0,9.0,1.5742,NY,38.0,Married,17.0,No Option Plan,High
166,M,51.0,Bachelors,Medical,7.0,Research & Development,Very High,Executive,3.0,No,Excellent,21.0,6.0,3.0,7.0,1.0,0.0,39.8039,NY,28.0,Single,18.0,No Option Plan,High
167,M,52.0,Masters,Life Sciences,33.0,Finance,High,VP to C-Level,0.0,No,Excellent,34.0,5.0,3.0,18.0,11.0,9.0,26.4112,NJ,50.0,Married,14.0,Full Option Plan,High
168,M,27.0,Bachelors,Medical,7.0,Finance,Very High,Junior Associate,1.0,No,Excellent,7.0,2.0,2.0,7.0,0.0,3.0,32.1785,NJ,22.0,Single,16.0,No Option Plan,High
169,M,43.0,Bachelors,Medical,5.0,Finance,Very High,Junior Associate,4.0,No,Excellent,7.0,3.0,4.0,4.0,2.0,2.0,12.6471,NJ,30.0,Divorced,14.0,Small Option Plan,High
170,M,45.0,Some College,Medical,20.0,Finance,Low,Executive,9.0,No,Outstanding,22.0,1.0,3.0,8.0,11.0,8.0,13.4568,NY,50.0,Married,23.0,Full Option Plan,High
171,F,37.0,Bachelors,Life Sciences,8.0,Finance,Medium,Junior Associate,1.0,Yes,Excellent,8.0,3.0,2.0,7.0,1.0,7.0,14.9717,NJ,43.0,Married,12.0,Full Option Plan,Low
172,F,35.0,Bachelors,Medical,6.0,Research & Development,Medium,Associate,5.0,No,Excellent,10.0,5.0,3.0,2.0,1.0,2.0,12.256,NY,22.0,Single,11.0,No Option Plan,Low
173,M,42.0,Some College,Medical,5.0,Information Technology,High,Associate,2.0,No,Excellent,11.0,5.0,3.0,3.0,0.0,2.0,35.6762,NJ,39.0,Divorced,16.0,Full Option Plan,High
174,M,38.0,Masters,Life Sciences,1.0,Information Technology,Very High,Associate,9.0,No,Excellent,14.0,3.0,3.0,0.0,0.0,0.0,27.3938,NJ,32.0,Married,14.0,No Option Plan,High
175,M,38.0,Bachelors,Technical Degree,7.0,Information Technology,Very High,Associate,3.0,No,Excellent,9.0,3.0,1.0,7.0,1.0,7.0,34.5399,NJ,25.0,Married,18.0,Full Option Plan,High
176,M,27.0,Below College,Technical Degree,2.0,Information Technology,High,Associate,5.0,No,Excellent,6.0,1.0,3.0,2.0,2.0,0.0,9.6238,NJ,32.0,Married,19.0,Full Option Plan,High
177,F,49.0,Masters,Life Sciences,7.0,Information Technology,Very High,Associate,1.0,Yes,Excellent,7.0,0.0,3.0,7.0,1.0,7.0,34.813,NJ,50.0,Divorced,15.0,Large Option Plan,Low
178,F,34.0,Masters,Medical,5.0,Information Technology,Very High,Junior Associate,1.0,Yes,Excellent,5.0,4.0,4.0,3.0,2.0,0.0,39.5906,NJ,33.0,Divorced,17.0,Full Option Plan,Low
179,M,40.0,Some College,Medical,7.0,Research & Development,High,Associate,8.0,Yes,Excellent,15.0,2.0,4.0,2.0,3.0,7.0,2.8726,NY,48.0,Married,15.0,Full Option Plan,High
180,F,22.0,Bachelors,Life Sciences,4.0,Research & Development,Very High,Junior Associate,1.0,Yes,Excellent,4.0,2.0,2.0,2.0,2.0,2.0,38.2842,NJ,44.0,Divorced,16.0,Full Option Plan,Low
181,F,36.0,Below College,Medical,8.0,Research & Development,Medium,Junior Associate,1.0,No,Excellent,8.0,2.0,3.0,1.0,1.0,7.0,17.9879,NJ,45.0,Single,13.0,No Option Plan,Low
182,M,40.0,Doctorate,Life Sciences,3.0,Research & Development,Very High,Associate,9.0,No,Excellent,5.0,5.0,1.0,2.0,0.0,2.0,14.6391,NJ,36.0,Married,14.0,Full Option Plan,High
183,M,46.0,Masters,Medical,4.0,Research & Development,Very High,Manager,7.0,No,Excellent,17.0,3.0,3.0,2.0,0.0,3.0,36.3495,NJ,38.0,Divorced,16.0,Full Option Plan,High
184,M,30.0,Below College,Life Sciences,11.0,Research & Development,High,Manager,1.0,No,Outstanding,12.0,2.0,3.0,8.0,5.0,8.0,34.6524,NJ,29.0,Single,22.0,No Option Plan,High
185,M,51.0,Masters,Life Sciences,10.0,Research & Development,Medium,Manager,5.0,No,Excellent,16.0,5.0,1.0,9.0,4.0,7.0,35.0499,NJ,46.0,Married,16.0,Large Option Plan,High
186,F,36.0,Some College,Life Sciences,13.0,Research & Development,Very High,Associate,8.0,No,Excellent,16.0,3.0,4.0,11.0,3.0,7.0,36.158,NY,38.0,Single,16.0,No Option Plan,Low
187,M,33.0,Masters,Medical,3.0,Research & Development,High,Junior Associate,6.0,No,Outstanding,7.0,3.0,3.0,2.0,1.0,1.0,35.3418,NJ,21.0,Married,21.0,No Option Plan,High
188,F,37.0,Bachelors,Other,10.0,Research & Development,Medium,Manager,1.0,Yes,Excellent,10.0,1.0,3.0,8.0,0.0,7.0,16.0365,NJ,31.0,Divorced,14.0,Small Option Plan,Low
189,F,31.0,Masters,Medical,5.0,Research & Development,High,Associate,0.0,No,Excellent,6.0,2.0,3.0,4.0,1.0,4.0,28.3837,NJ,19.0,Married,12.0,Full Option Plan,Low
190,F,59.0,Bachelors,Life Sciences,1.0,Finance,High,Junior Associate,3.0,No,Excellent,7.0,6.0,3.0,0.0,0.0,0.0,50.7572,NJ,20.0,Married,17.0,Full Option Plan,Low
191,F,52.0,Bachelors,Life Sciences,2.0,Finance,High,Junior Associate,7.0,No,Excellent,6.0,3.0,2.0,2.0,2.0,2.0,56.7768,NJ,35.0,Single,15.0,No Option Plan,Low
192,M,42.0,Some College,Technical Degree,22.0,Finance,High,VP to C-Level,1.0,No,Excellent,22.0,3.0,3.0,17.0,11.0,15.0,41.0415,NJ,24.0,Married,11.0,No Option Plan,High
193,F,39.0,Masters,Medical,3.0,Finance,High,Junior Associate,7.0,No,Excellent,7.0,1.0,3.0,2.0,1.0,2.0,28.7956,NJ,47.0,Divorced,14.0,Small Option Plan,Low
194,M,41.0,Some College,Life Sciences,1.0,Finance,High,Associate,2.0,No,Excellent,17.0,2.0,2.0,0.0,0.0,0.0,4.0204,NY,27.0,Divorced,16.0,Large Option Plan,High
195,M,40.0,Some College,Technical Degree,9.0,Research & Development,Low,Associate,1.0,No,Excellent,9.0,3.0,3.0,8.0,4.0,7.0,36.5669,NJ,27.0,Divorced,17.0,Large Option Plan,High
196,F,45.0,Bachelors,Other,24.0,Research & Development,High,VP to C-Level,0.0,No,Excellent,25.0,2.0,3.0,0.0,1.0,7.0,53.602,NJ,47.0,Married,11.0,Full Option Plan,Low
197,F,31.0,Masters,Medical,2.0,Operations,Medium,Manager,9.0,No,Excellent,9.0,3.0,3.0,2.0,2.0,2.0,33.0977,NJ,26.0,Divorced,12.0,Full Option Plan,Low
198,F,33.0,Masters,Life Sciences,2.0,Operations,High,Junior Associate,1.0,No,Excellent,2.0,2.0,2.0,2.0,0.0,2.0,13.8243,NJ,40.0,Married,13.0,Full Option Plan,Low
199,M,34.0,Masters,Life Sciences,11.0,Operations,Very High,Associate,6.0,No,Excellent,13.0,3.0,3.0,9.0,5.0,9.0,43.9513,NY,24.0,Married,13.0,Full Option Plan,High
200,M,37.0,Some College,Medical,3.0,Operations,High,Junior Associate,2.0,No,Excellent,17.0,2.0,2.0,1.0,0.0,2.0,42.0612,NJ,46.0,Married,14.0,Full Option Plan,High
201,M,45.0,Masters,Life Sciences,3.0,Operations,Low,Associate,4.0,No,Excellent,9.0,1.0,3.0,2.0,0.0,2.0,56.3864,NJ,31.0,Married,17.0,Full Option Plan,High
202,M,39.0,Masters,Technical Degree,19.0,Operations,High,Manager,0.0,No,Outstanding,20.0,1.0,3.0,6.0,11.0,8.0,34.1636,NJ,41.0,Single,25.0,No Option Plan,High
203,F,29.0,Bachelors,Life Sciences,6.0,Operations,High,Junior Associate,1.0,No,Excellent,6.0,1.0,3.0,5.0,1.0,5.0,58.7848,NY,31.0,Single,19.0,No Option Plan,Low
204,F,42.0,Some College,Life Sciences,3.0,Research & Development,Very High,Associate,3.0,Yes,Excellent,10.0,1.0,3.0,2.0,0.0,2.0,30.1025,NJ,34.0,Single,13.0,No Option Plan,Low
205,F,25.0,Bachelors,Life Sciences,4.0,Research & Development,Low,Associate,0.0,No,Excellent,5.0,3.0,3.0,2.0,1.0,2.0,32.6492,NJ,25.0,Married,12.0,Large Option Plan,Low
206,F,42.0,Bachelors,Medical,9.0,Research & Development,Very High,Junior Associate,0.0,Yes,Excellent,10.0,4.0,3.0,6.0,7.0,8.0,50.9146,NJ,39.0,Divorced,11.0,Full Option Plan,Low
207,M,40.0,Some College,Medical,21.0,Research & Development,Low,VP to C-Level,0.0,No,Excellent,22.0,5.0,3.0,7.0,3.0,9.0,54.7889,NJ,33.0,Divorced,19.0,Full Option Plan,High
208,F,51.0,Bachelors,Life Sciences,1.0,Research & Development,High,Junior Associate,1.0,No,Excellent,1.0,0.0,2.0,0.0,0.0,0.0,50.0142,NY,19.0,Married,11.0,No Option Plan,Low
209,M,32.0,Bachelors,Life Sciences,5.0,Research & Development,Medium,Junior Associate,1.0,No,Outstanding,5.0,3.0,1.0,1.0,0.0,3.0,17.8727,NJ,40.0,Married,20.0,No Option Plan,High
210,M,32.0,Below College,Technical Degree,6.0,Finance,Very High,Associate,4.0,No,Excellent,9.0,5.0,3.0,2.0,0.0,4.0,33.7677,NJ,50.0,Single,13.0,No Option Plan,High
211,F,31.0,Bachelors,Medical,9.0,Finance,Medium,Associate,0.0,No,Outstanding,10.0,2.0,3.0,0.0,7.0,8.0,53.4602,NJ,42.0,Married,21.0,Full Option Plan,Low
212,F,25.0,Some College,Life Sciences,6.0,Finance,Medium,Associate,1.0,No,Excellent,6.0,2.0,3.0,3.0,1.0,5.0,56.0232,NJ,35.0,Divorced,12.0,Large Option Plan,Low
213,M,45.0,Some College,Medical,20.0,Finance,High,Executive,0.0,Yes,Excellent,21.0,2.0,3.0,7.0,4.0,10.0,29.6167,NJ,47.0,Married,14.0,No Option Plan,High
214,F,36.0,Bachelors,Life Sciences,15.0,Finance,Very High,Junior Associate,0.0,No,Excellent,16.0,4.0,3.0,13.0,10.0,11.0,0.7389,NY,22.0,Married,11.0,Full Option Plan,Low
215,F,55.0,Bachelors,Medical,36.0,Research & Development,Very High,VP to C-Level,0.0,Yes,Excellent,37.0,2.0,3.0,10.0,4.0,13.0,55.4488,NJ,47.0,Single,14.0,No Option Plan,Low
216,F,28.0,Bachelors,Medical,5.0,Research & Development,Very High,Junior Associate,1.0,No,Outstanding,5.0,3.0,2.0,2.0,0.0,4.0,38.2992,NJ,24.0,Married,23.0,Full Option Plan,Low
217,M,21.0,Some College,Medical,3.0,Research & Development,Very High,Junior Associate,1.0,No,Excellent,3.0,4.0,4.0,2.0,1.0,0.0,4.0679,NJ,19.0,Single,17.0,No Option Plan,High
218,M,37.0,Masters,Medical,5.0,Research & Development,Low,Manager,2.0,Yes,Excellent,15.0,2.0,3.0,2.0,0.0,2.0,44.7712,NJ,27.0,Divorced,18.0,Large Option Plan,High
219,M,35.0,Bachelors,Life Sciences,7.0,Research & Development,Medium,Manager,7.0,No,Excellent,10.0,6.0,2.0,7.0,6.0,2.0,56.1794,NJ,34.0,Divorced,18.0,Full Option Plan,High
220,M,26.0,Bachelors,Life Sciences,6.0,Research & Development,High,Associate,1.0,No,Outstanding,6.0,6.0,1.0,5.0,1.0,4.0,36.4818,NJ,35.0,Divorced,20.0,Full Option Plan,High
221,F,50.0,Below College,Life Sciences,10.0,Research & Development,Low,VP to C-Level,3.0,No,Excellent,28.0,4.0,2.0,4.0,1.0,6.0,40.0683,NJ,27.0,Divorced,14.0,Large Option Plan,Low
222,M,53.0,Masters,Medical,5.0,Research & Development,High,Executive,3.0,Yes,Excellent,21.0,5.0,2.0,3.0,1.0,3.0,35.844,NJ,29.0,Married,16.0,Small Option Plan,High
223,M,55.0,Some College,Technical Degree,10.0,Research & Development,Medium,Associate,3.0,Yes,Excellent,12.0,4.0,3.0,7.0,0.0,8.0,41.5703,NJ,26.0,Married,19.0,Full Option Plan,High
224,F,26.0,Some College,Medical,5.0,Research & Development,Low,Associate,1.0,Yes,Excellent,5.0,3.0,3.0,3.0,3.0,3.0,4.1189,NY,47.0,Married,13.0,Full Option Plan,Low
225,M,37.0,Bachelors,Life Sciences,17.0,Research & Development,Very High,Junior Associate,1.0,No,Excellent,17.0,3.0,3.0,12.0,5.0,7.0,50.257,NY,35.0,Single,12.0,No Option Plan,High
226,M,38.0,Masters,Life Sciences,2.0,Research & Development,Very High,Associate,9.0,No,Excellent,10.0,2.0,3.0,2.0,1.0,2.0,49.4706,NJ,29.0,Divorced,14.0,Full Option Plan,High
227,M,28.0,Some College,Life Sciences,5.0,Research & Development,Very High,Junior Associate,1.0,No,Outstanding,5.0,3.0,3.0,3.0,0.0,2.0,8.533,NY,43.0,Single,21.0,No Option Plan,High
228,M,49.0,Masters,Life Sciences,3.0,Research & Development,High,VP to C-Level,9.0,Yes,Excellent,22.0,4.0,3.0,2.0,1.0,2.0,36.8021,NJ,19.0,Single,11.0,No Option Plan,High
229,F,36.0,Bachelors,Technical Degree,8.0,Research & Development,High,Associate,4.0,No,Excellent,10.0,2.0,3.0,0.0,7.0,7.0,44.8892,NJ,25.0,Single,12.0,No Option Plan,Low
230,F,37.0,Bachelors,Medical,4.0,Operations,Medium,Junior Associate,1.0,Yes,Excellent,4.0,3.0,2.0,2.0,1.0,2.0,57.6464,NJ,19.0,Married,12.0,Small Option Plan,Low
231,M,36.0,Masters,Life Sciences,1.0,Operations,High,Junior Associate,4.0,No,Excellent,4.0,2.0,3.0,0.0,0.0,0.0,36.4122,NY,30.0,Married,18.0,Large Option Plan,High
232,M,51.0,Bachelors,Medical,4.0,Operations,Very High,Associate,5.0,No,Excellent,13.0,3.0,3.0,1.0,1.0,2.0,42.9145,NJ,36.0,Divorced,18.0,Full Option Plan,High
233,F,28.0,Some College,Medical,8.0,Operations,Medium,Associate,0.0,No,Excellent,9.0,2.0,3.0,3.0,0.0,7.0,57.7465,NJ,37.0,Single,19.0,No Option Plan,Low
234,M,39.0,Bachelors,Medical,18.0,Operations,High,Manager,0.0,No,Excellent,19.0,5.0,2.0,10.0,3.0,7.0,25.7026,NJ,34.0,Divorced,17.0,Small Option Plan,High
235,M,36.0,Masters,Life Sciences,9.0,Operations,Medium,Associate,7.0,No,Excellent,11.0,3.0,3.0,8.0,0.0,8.0,40.7409,NJ,50.0,Married,15.0,Full Option Plan,High
236,F,38.0,Some College,Life Sciences,10.0,Operations,Low,Manager,3.0,No,Excellent,19.0,2.0,3.0,8.0,0.0,1.0,33.4601,NY,27.0,Married,17.0,Full Option Plan,Low
237,F,58.0,Masters,Life Sciences,5.0,Research & Development,Very High,Associate,2.0,Yes,Excellent,12.0,2.0,3.0,3.0,1.0,2.0,56.7945,NJ,37.0,Divorced,13.0,Full Option Plan,Low
238,M,31.0,Masters,Technical Degree,5.0,Research & Development,High,Junior Associate,0.0,Yes,Excellent,6.0,4.0,3.0,2.0,0.0,3.0,57.4691,NJ,22.0,Married,12.0,Full Option Plan,High
239,F,45.0,Bachelors,Life Sciences,24.0,Research & Development,Low,Manager,1.0,No,Excellent,24.0,2.0,3.0,9.0,9.0,11.0,55.4047,NJ,36.0,Divorced,18.0,Full Option Plan,Low
240,F,31.0,Masters,Life Sciences,2.0,Research & Development,High,Junior Associate,0.0,Yes,Excellent,3.0,2.0,1.0,2.0,2.0,2.0,11.8242,NJ,46.0,Divorced,18.0,Full Option Plan,Low
241,M,33.0,Masters,Life Sciences,10.0,Research & Development,Very High,Manager,6.0,No,Excellent,12.0,2.0,3.0,6.0,8.0,8.0,36.9872,NJ,31.0,Married,11.0,Large Option Plan,High
242,M,39.0,Below College,Medical,21.0,Finance,High,Executive,1.0,Yes,Excellent,21.0,3.0,3.0,9.0,11.0,10.0,35.4125,NJ,33.0,Married,14.0,No Option Plan,High
243,M,43.0,Masters,Life Sciences,8.0,Finance,High,Junior Associate,0.0,No,Excellent,9.0,5.0,3.0,7.0,1.0,7.0,79.6524,NJ,43.0,Single,19.0,No Option Plan,High
244,F,49.0,Some College,Technical Degree,7.0,Finance,High,Executive,7.0,Yes,Excellent,25.0,2.0,3.0,1.0,0.0,7.0,63.6772,NJ,49.0,Single,12.0,No Option Plan,Low
245,M,27.0,Bachelors,Life Sciences,4.0,Finance,High,Junior Associate,1.0,Yes,Excellent,4.0,2.0,2.0,3.0,1.0,2.0,77.0959,PA,31.0,Single,12.0,No Option Plan,High
246,M,32.0,Masters,Medical,7.0,Finance,Low,Associate,7.0,No,Excellent,10.0,0.0,2.0,7.0,0.0,7.0,48.4285,NJ,19.0,Single,16.0,No Option Plan,High
247,M,30.0,Some College,Medical,10.0,Marketing,Very High,Associate,1.0,No,Excellent,11.0,2.0,3.0,8.0,1.0,9.0,14.7814,NJ,25.0,Married,13.0,Large Option Plan,High
248,M,31.0,Some College,Life Sciences,10.0,Marketing,High,Manager,1.0,No,Outstanding,10.0,2.0,3.0,9.0,8.0,9.0,45.2528,NJ,42.0,Married,24.0,Full Option Plan,High
249,M,39.0,Some College,Medical,21.0,Marketing,High,VP to C-Level,1.0,No,Excellent,21.0,2.0,3.0,9.0,13.0,3.0,18.8053,NJ,27.0,Married,15.0,Full Option Plan,High
250,F,47.0,Doctorate,Life Sciences,3.0,Research & Development,Very High,VP to C-Level,4.0,No,Excellent,21.0,2.0,3.0,2.0,1.0,1.0,68.1482,NY,20.0,Married,11.0,Full Option Plan,Low
251,M,43.0,Masters,Life Sciences,9.0,Marketing,High,Associate,1.0,No,Excellent,9.0,3.0,4.0,7.0,0.0,0.0,68.6376,NY,48.0,Divorced,11.0,Full Option Plan,High
252,F,54.0,Masters,Life Sciences,4.0,Marketing,Very High,Associate,3.0,No,Excellent,20.0,4.0,2.0,3.0,0.0,3.0,28.2888,NJ,41.0,Single,12.0,No Option Plan,Low
253,M,43.0,Bachelors,Life Sciences,1.0,Marketing,High,Manager,8.0,No,Excellent,10.0,1.0,2.0,0.0,0.0,0.0,69.9157,NJ,28.0,Married,16.0,Full Option Plan,High
254,M,45.0,Masters,Other,10.0,Marketing,Very High,Associate,9.0,No,Excellent,12.0,3.0,3.0,9.0,9.0,8.0,40.4289,NJ,39.0,Married,14.0,Large Option Plan,High
255,M,29.0,Doctorate,Other,3.0,Marketing,Medium,Junior Associate,0.0,No,Excellent,4.0,2.0,3.0,2.0,2.0,2.0,35.2026,NJ,39.0,Single,17.0,No Option Plan,High
256,M,37.0,Some College,Medical,6.0,Research & Development,Very High,Associate,7.0,No,Excellent,8.0,2.0,2.0,2.0,0.0,4.0,57.3114,NY,44.0,Divorced,16.0,Large Option Plan,High
257,M,38.0,Some College,Life Sciences,11.0,Research & Development,High,Manager,0.0,Yes,Excellent,12.0,3.0,3.0,10.0,2.0,9.0,66.7771,NJ,48.0,Divorced,14.0,Full Option Plan,High
258,M,31.0,Masters,Medical,11.0,Research & Development,High,Manager,1.0,Yes,Excellent,11.0,2.0,2.0,9.0,4.0,10.0,5.0755,NJ,48.0,Single,14.0,No Option Plan,High
259,M,35.0,Masters,Technical Degree,16.0,Research & Development,High,Manager,0.0,No,Excellent,17.0,5.0,3.0,6.0,0.0,13.0,34.1351,NJ,50.0,Single,13.0,No Option Plan,High
260,F,23.0,Below College,Life Sciences,4.0,Research & Development,High,Junior Associate,1.0,No,Excellent,4.0,2.0,2.0,2.0,0.0,2.0,69.0254,NJ,38.0,Divorced,12.0,Large Option Plan,Low
261,M,41.0,Bachelors,Medical,5.0,Research & Development,Very High,Associate,6.0,Yes,Excellent,8.0,3.0,3.0,4.0,1.0,2.0,44.7693,NJ,35.0,Single,15.0,No Option Plan,High
262,M,42.0,Doctorate,Life Sciences,1.0,Research & Development,Low,Executive,2.0,No,Excellent,16.0,2.0,3.0,0.0,0.0,0.0,45.7033,NJ,24.0,Single,14.0,No Option Plan,High
263,M,32.0,Bachelors,Medical,8.0,Operations,High,Junior Associate,1.0,No,Excellent,8.0,4.0,3.0,0.0,0.0,7.0,53.7315,NY,22.0,Married,13.0,Full Option Plan,High
264,M,37.0,Bachelors,Medical,7.0,Operations,High,Associate,4.0,Yes,Excellent,13.0,2.0,3.0,7.0,6.0,7.0,15.0951,NY,48.0,Divorced,13.0,Large Option Plan,High
265,M,42.0,Masters,Other,1.0,Operations,Low,Associate,3.0,No,Outstanding,14.0,6.0,3.0,0.0,0.0,0.0,39.9982,NJ,31.0,Single,23.0,No Option Plan,High
266,M,57.0,Masters,Medical,3.0,Operations,Very High,Associate,2.0,No,Excellent,15.0,2.0,3.0,2.0,1.0,2.0,28.1149,NJ,34.0,Married,11.0,No Option Plan,High
267,M,40.0,Masters,Life Sciences,7.0,Operations,Very High,Junior Associate,3.0,Yes,Excellent,10.0,3.0,3.0,7.0,1.0,7.0,55.1603,NJ,38.0,Married,13.0,Full Option Plan,High
